,ID,AlldataNum,unzerospeedNum,speed_min,speed_max,begintime,endtime,timeAll,drivingtime,timespaceMax,timespaceMode,roadNum,distance
1355,6e0e3658f079a42b,125,111,6,57,2016-08-08 10:00:08,2016-08-08 10:34:58,2090.0,1690.0,30.0,30.0,,11722
1356,53e13151506e2d9e,168,116,7,44,2016-08-08 10:00:08,2016-08-08 10:59:57,3589.0,1812.0,265.0,30.0,,13909
1364,b1528ff8b9d76535,380,350,2,100,2016-08-08 10:00:01,2016-08-08 10:59:58,3597.0,3324.0,360.0,10.0,,66742
1365,f94949ee6eff7ad9,394,362,4,99,2016-08-08 10:00:09,2016-08-08 11:00:06,3597.0,3366.0,164.0,10.0,,57720
1366,58b6624c89551fc7,343,157,1,69,2016-08-08 10:00:10,2016-08-08 11:00:06,3596.0,1639.0,136.0,10.0,,12755
1368,db0aa894fab6ac0d,271,216,3,91,2016-08-08 10:00:05,2016-08-08 10:59:58,3593.0,2694.0,505.0,10.0,,33062
1369,ec5c1274e6c29623,217,211,4,57,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,3398.0,53.0,29.0,,65054
1370,db2151993953d63c,397,277,6,98,2016-08-08 10:00:09,2016-08-08 11:00:02,3593.0,2467.0,11.0,10.0,,64694
1399,ad07b352d9ccd5e4,116,102,5,62,2016-08-08 10:00:10,2016-08-08 10:59:45,3575.0,3180.0,120.0,30.0,,21844
1407,c0c228d49323d21c,120,117,5,74,2016-08-08 10:00:09,2016-08-08 10:59:56,3587.0,3407.0,133.0,30.0,,49595
1417,d194d0b8ac7888f0,101,101,18,76,2016-08-08 09:34:21,2016-08-08 10:59:51,5130.0,5130.0,2159.0,30.0,,83802
1421,161d386d50061981,276,128,5,51,2016-08-08 10:00:08,2016-08-08 11:00:06,3598.0,1749.0,253.0,10.0,,14554
1426,20b487289fca75c4,114,102,7,90,2016-08-08 10:00:06,2016-08-08 10:59:25,3559.0,3031.0,181.0,30.0,,68630
1439,0ec542465da2abc6,151,127,8,56,2016-08-08 10:00:09,2016-08-08 10:59:46,3577.0,2705.0,205.0,30.0,,22995
1445,fce1679665ba10b1,124,123,18,60,2016-08-08 10:00:09,2016-08-08 10:59:46,3577.0,3547.0,40.0,30.0,,45926
1446,bff6029dc5419f62,115,112,10,69,2016-08-08 10:00:39,2016-08-08 11:00:09,3570.0,3480.0,150.0,30.0,,45817
1449,861fc1dff1e70db4,190,189,6,50,2016-08-08 10:00:09,2016-08-08 10:28:41,1712.0,1708.0,697.0,4.0,,8252
1450,f18b62e4ad70ea14,349,147,5,57,2016-08-08 10:00:08,2016-08-08 10:59:58,3590.0,1560.0,100.0,10.0,,13801
1452,68ad16d35011c2a5,291,109,7,46,2016-08-08 10:00:09,2016-08-08 10:59:59,3590.0,1110.0,478.0,10.0,,9166
1457,6e06467561cc9b24,122,122,10,94,2016-08-08 10:00:06,2016-08-08 10:59:36,3570.0,3570.0,60.0,30.0,,71891
1459,ea06afeb2e2a3a33,350,132,6,53,2016-08-08 10:00:08,2016-08-08 10:59:59,3591.0,1371.0,30.0,10.0,,11091
1460,e9703fa8c078a90a,345,247,7,65,2016-08-08 10:00:08,2016-08-08 10:59:59,3591.0,2601.0,30.0,10.0,,24475
1461,850140a075ae00d9,353,185,6,67,2016-08-08 10:00:08,2016-08-08 10:59:58,3590.0,1840.0,30.0,10.0,,21364
1462,f5f4234934dac50a,350,190,7,56,2016-08-08 10:00:08,2016-08-08 10:59:59,3591.0,1951.0,30.0,10.0,,12893
1464,a9554bfdcef898ca,355,114,6,58,2016-08-08 10:00:09,2016-08-08 11:00:05,3596.0,1106.0,30.0,10.0,,12449
1468,7404e9f67f1c945f,312,107,7,54,2016-08-08 10:00:09,2016-08-08 10:53:59,3230.0,1100.0,30.0,10.0,,8276
1469,640071a1514a1972,344,178,4,60,2016-08-08 10:00:09,2016-08-08 10:59:59,3590.0,1860.0,30.0,10.0,,19389
1479,465d79462be53ada,232,105,6,79,2016-08-08 10:00:09,2016-08-08 10:59:53,3584.0,1604.0,30.0,15.0,,23485
1484,1401886c83b262d5,220,124,5,49,2016-08-08 09:08:26,2016-08-08 10:56:38,6492.0,5128.0,991.0,1.0,,29628
1486,1d3a50c57b949fdd,123,119,8,69,2016-08-08 10:00:09,2016-08-08 10:59:09,3540.0,3388.0,61.0,60.0,,46239
1495,c53ce4da3b4be31b,158,102,3,66,2016-08-08 10:00:09,2016-08-08 10:59:58,3589.0,2416.0,61.0,29.0,,23245
1530,10eda6d5be300635,119,108,1,60,2016-08-08 10:00:10,2016-08-08 10:59:42,3572.0,3264.0,60.0,30.0,,20417
1537,069ec0fa9df1b1d9,115,100,2,52,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3120.0,60.0,30.0,,18047
1550,61d430679547560c,121,104,5,64,2016-08-08 10:00:05,2016-08-08 11:00:05,3600.0,3120.0,60.0,30.0,,32879
1555,8a6ec28e1c2b8d58,343,216,5,83,2016-08-08 10:00:11,2016-08-08 10:58:42,3511.0,2220.0,30.0,10.0,,24758
1562,25a21a8d5f861ce6,169,147,7,55,2016-08-08 10:00:10,2016-08-08 10:57:45,3455.0,2404.0,301.0,2.0,,21161
1565,1a7eb74daf57197c,1097,1090,1,60,2016-08-08 10:00:09,2016-08-08 10:59:55,3586.0,3572.0,342.0,2.0,,20825
1587,72e1fb013f0272b8,195,108,5,37,2016-08-08 10:00:09,2016-08-08 11:00:04,3595.0,1211.0,31.0,30.0,,7802
1599,6f5f77f65fff7f9d,121,108,2,58,2016-08-08 10:00:09,2016-08-08 10:59:39,3570.0,3180.0,30.0,30.0,,21902
1603,55c20798a3badbb1,136,113,6,94,2016-08-08 10:00:10,2016-08-08 10:56:16,3366.0,2676.0,60.0,30.0,,30808
1612,ed8ba62514a28954,115,110,4,50,2016-08-08 10:00:07,2016-08-08 10:59:50,3583.0,3215.0,239.0,30.0,,25657
1618,a242ec3c00e221b7,111,111,14,96,2016-08-08 10:00:09,2016-08-08 10:59:39,3570.0,3570.0,180.0,30.0,,82687
1623,95f0893284a164f2,129,107,4,56,2016-08-08 10:00:09,2016-08-08 10:59:42,3573.0,2913.0,60.0,30.0,,30854
1628,63b0ce9e00c1df7c,179,100,3,42,2016-08-08 10:00:09,2016-08-08 10:59:23,3554.0,2074.0,113.0,6.0,,12057
1635,50107ea3e0deb4cf,284,214,2,61,2016-08-08 10:00:07,2016-08-08 10:59:54,3587.0,2548.0,116.0,10.0,,21028
1636,2bd9a13661571c43,301,235,2,51,2016-08-08 10:00:07,2016-08-08 10:59:57,3590.0,2810.0,33.0,11.0,,21533
1637,885da004df63897b,275,170,2,50,2016-08-08 10:00:08,2016-08-08 10:58:53,3525.0,2211.0,125.0,10.0,,11642
1639,5437a9d9a12f120f,307,236,2,57,2016-08-08 09:59:53,2016-08-08 11:00:05,3612.0,2716.0,40.0,10.0,,22170
1640,84cdb13576f6c3d3,144,131,2,94,2016-08-08 10:00:07,2016-08-08 11:00:05,3598.0,3371.0,94.0,26.0,,80492
1646,5ce5b3c69482e206,120,115,5,53,2016-08-08 10:00:08,2016-08-08 10:59:38,3570.0,3420.0,30.0,30.0,,35941
1647,a8bf220d2a62218b,120,105,2,52,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,3120.0,30.0,30.0,,28045
1683,4e56d12a09726cdc,301,236,2,55,2016-08-08 10:00:03,2016-08-08 11:00:04,3601.0,2823.0,40.0,10.0,,24905
1686,69427add4d389ddb,362,217,5,46,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,2150.0,10.0,10.0,,13118
1687,152ec54e9abd96ae,358,304,3,97,2016-08-08 10:00:09,2016-08-08 11:00:02,3593.0,3146.0,161.0,10.0,,52462
1689,99c8a2df74774d30,482,482,54,100,2016-08-08 10:01:04,2016-08-08 10:58:25,3441.0,3441.0,10.0,10.0,,85580
1690,0a0b044d2706f4a7,316,290,13,94,2016-08-08 09:59:57,2016-08-08 11:00:04,3607.0,2686.0,374.0,10.0,,55452
1693,4cff04999022efd4,417,322,10,71,2016-08-08 10:00:30,2016-08-08 11:00:26,3596.0,2816.0,136.0,10.0,,30857
1695,c35c3ad808b728d6,359,204,4,45,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,2040.0,20.0,10.0,,13580
1697,c45d40daa4e7287d,347,120,4,51,2016-08-08 10:00:08,2016-08-08 10:56:13,3365.0,730.0,302.0,10.0,,6780
1698,62e93269a1eceea8,362,307,2,56,2016-08-08 09:59:49,2016-08-08 10:59:59,3610.0,3060.0,10.0,10.0,,20101
1711,b44ff7391f4c92f9,119,109,9,97,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3270.0,60.0,30.0,,81520
1716,d258219124302376,118,102,5,60,2016-08-08 10:00:09,2016-08-08 10:59:39,3570.0,3120.0,60.0,30.0,,34412
1731,7bae07848f6845e4,121,107,1,95,2016-08-08 10:00:25,2016-08-08 11:00:18,3593.0,3173.0,172.0,30.0,,47078
1733,643d65fbef04c26d,186,173,9,51,2016-08-08 10:00:10,2016-08-08 10:59:51,3581.0,2113.0,300.0,2.0,,20935
1738,9a028eedca507693,257,227,6,40,2016-08-08 10:00:10,2016-08-08 10:58:11,3481.0,874.0,1384.0,3.0,,10275
1749,79132370ada8cec2,295,201,2,44,2016-08-08 10:00:04,2016-08-08 10:59:46,3582.0,2457.0,43.0,10.0,,16895
1751,f0df72d80b1287c8,142,117,14,96,2016-08-08 10:00:05,2016-08-08 10:57:58,3473.0,2800.0,52.0,26.0,,68261
1752,97b144a7c6f48ffd,134,132,8,80,2016-08-08 10:00:09,2016-08-08 10:59:46,3577.0,3525.0,52.0,26.0,,53300
1755,2ed1e67335f46767,290,236,2,51,2016-08-08 10:00:05,2016-08-08 11:00:01,3596.0,2975.0,36.0,10.0,,20084
1757,762fd8b659146d0b,219,158,2,51,2016-08-08 10:00:07,2016-08-08 11:00:03,3596.0,1791.0,536.0,10.0,,13701
1760,ab8f0d7cc3b278a8,296,252,2,51,2016-08-08 10:00:08,2016-08-08 10:59:58,3590.0,3050.0,40.0,10.0,,22249
1765,1dfa6bf7c3832e16,125,100,1,72,2016-08-08 10:00:10,2016-08-08 10:59:42,3572.0,2822.0,60.0,30.0,,38165
1769,c19c5015cae07610,154,145,4,95,2016-08-08 10:00:08,2016-08-08 11:00:07,3599.0,3339.0,53.0,26.0,,54643
1770,9109bc27492259d4,264,183,2,48,2016-08-08 10:00:06,2016-08-08 11:00:11,3605.0,2347.0,154.0,10.0,,15883
1771,2a3c3ec52fceaf87,292,215,2,44,2016-08-08 10:00:04,2016-08-08 11:00:00,3596.0,2632.0,40.0,10.0,,14721
1775,1f5fd0ca8448ddf9,296,213,2,51,2016-08-08 10:00:04,2016-08-08 11:00:03,3599.0,2627.0,62.0,10.0,,21176
1776,fbad2f7fb897616a,374,241,4,42,2016-08-08 10:00:08,2016-08-08 11:00:06,3598.0,2190.0,21.0,10.0,,13870
1777,408624cbcccf20fd,157,113,6,95,2016-08-08 10:00:09,2016-08-08 10:57:22,3433.0,2300.0,66.0,26.0,,63736
1778,fa467cf26b84af1d,149,113,3,56,2016-08-08 10:00:09,2016-08-08 10:59:44,3575.0,2862.0,52.0,26.0,,25811
1781,7f21e3f5a3586edb,287,222,2,45,2016-08-08 10:00:09,2016-08-08 11:00:01,3592.0,2813.0,50.0,10.0,,19799
1783,b43fb6841aa8e222,117,100,5,66,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,2970.0,120.0,30.0,,26291
1789,6ff1316c203e9cef,117,102,1,51,2016-08-08 10:00:09,2016-08-08 10:59:50,3581.0,3041.0,120.0,30.0,,22764
1800,6c5c8e38087a85dc,382,279,5,81,2016-08-08 09:59:43,2016-08-08 10:59:13,3570.0,3204.0,42.0,1.0,,61611
1804,45dc8db653732228,132,115,6,57,2016-08-08 10:00:09,2016-08-08 10:58:14,3485.0,2172.0,304.0,5.0,,23354
1805,26241b406d87e51c,121,104,4,61,2016-08-08 10:00:09,2016-08-08 10:59:40,3571.0,2965.0,180.0,31.0,,35402
1810,83c2643e837e6414,150,131,8,98,2016-08-08 10:00:09,2016-08-08 10:59:01,3532.0,2572.0,300.0,30.0,,34661
1812,55c9db9e88a408e5,163,163,14,102,2016-08-08 10:00:10,2016-08-08 10:58:10,3480.0,3480.0,91.0,60.0,,89142
1844,58f96b6612427f13,151,148,11,63,2016-08-08 10:00:08,2016-08-08 11:00:05,3597.0,3520.0,27.0,26.0,,48606
1846,119a2de8992fab59,272,211,2,55,2016-08-08 10:00:09,2016-08-08 10:59:58,3589.0,2706.0,118.0,10.0,,20836
1852,8a00366c70f112d8,154,133,4,41,2016-08-08 09:58:58,2016-08-08 11:00:08,3670.0,2621.0,300.0,3.0,,19588
1862,20511a8a35a35ed9,256,244,12,47,2016-08-08 10:00:09,2016-08-08 10:59:55,3586.0,3107.0,278.0,4.0,,40266
1871,691ce5f27a057cf3,236,163,2,79,2016-08-08 10:00:09,2016-08-08 10:59:09,3540.0,2445.0,30.0,15.0,,22765
1877,7f06572be7c2cf01,574,236,5,47,2016-08-08 10:00:09,2016-08-08 11:00:02,3593.0,1166.0,91.0,1.0,,12714
1881,5a1a9d091c08c62d,265,200,2,55,2016-08-08 10:00:07,2016-08-08 10:59:55,3588.0,2431.0,182.0,10.0,,17308
1889,9803daf7c9731cb5,283,218,2,53,2016-08-08 10:00:06,2016-08-08 11:00:04,3598.0,2635.0,117.0,10.0,,20276
1892,b70c08e18b1742a4,161,139,2,66,2016-08-08 10:00:08,2016-08-08 10:58:01,3473.0,2930.0,52.0,26.0,,40330
1893,9fec15a99d1da054,136,117,2,66,2016-08-08 10:00:08,2016-08-08 10:59:13,3545.0,3021.0,52.0,26.0,,26968
1905,7721b310185c9094,255,223,5,95,2016-08-08 10:00:10,2016-08-08 10:59:49,3579.0,2856.0,60.0,3.0,,52623
1911,b3eb1eb0f628c185,161,138,5,35,2016-08-08 10:00:10,2016-08-08 11:00:06,3596.0,2276.0,60.0,60.0,,11372
1913,64ebfbec7707eac4,136,118,2,90,2016-08-08 10:00:07,2016-08-08 10:59:55,3588.0,2557.0,178.0,12.0,,30481
1916,88b72e4ca3658225,145,108,2,96,2016-08-08 10:00:09,2016-08-08 10:57:58,3469.0,2484.0,52.0,26.0,,51472
1920,cb12cc913126bf20,108,107,7,82,2016-08-08 10:00:10,2016-08-08 10:59:10,3540.0,3480.0,60.0,60.0,,63668
1929,62f793e6e97a44ee,373,339,7,78,2016-08-08 10:00:10,2016-08-08 11:00:06,3596.0,3250.0,30.0,6.0,,24075
1933,08aca48f018e8f3e,213,206,6,53,2016-08-08 10:00:09,2016-08-08 11:00:05,3596.0,2610.0,300.0,6.0,,17127
1958,239888d839e4dfa0,147,121,4,57,2016-08-08 10:00:10,2016-08-08 10:59:54,3584.0,2806.0,60.0,30.0,,23415
1960,7cbb65ad06940e0d,172,144,6,103,2016-08-08 10:00:10,2016-08-08 10:59:59,3589.0,2762.0,41.0,30.0,,27579
1962,19230ee1c8b69e8d,455,431,20,99,2016-08-08 10:00:11,2016-08-08 11:00:00,3589.0,3359.0,146.0,10.0,,84504
1963,23776b2483f42276,127,127,64,100,2016-08-08 10:00:09,2016-08-08 10:59:17,3548.0,3548.0,180.0,60.0,,84041
1964,79d817f48b7c0e2c,485,280,8,69,2016-08-08 10:00:01,2016-08-08 10:59:54,3593.0,2166.0,10.0,10.0,,21781
1966,e2f99f6adf3dd1ee,379,365,11,97,2016-08-08 10:00:20,2016-08-08 11:00:26,3606.0,3487.0,140.0,10.0,,73202
1967,791792d7e3696e09,325,265,2,75,2016-08-08 10:00:10,2016-08-08 10:54:40,3270.0,2680.0,30.0,10.0,,20119
1969,da91fce26d3bec87,561,246,6,62,2016-08-08 10:00:10,2016-08-08 10:47:57,2867.0,1230.0,49.0,5.0,,12189
1970,1e88d7e5f61137cd,406,279,3,75,2016-08-08 10:00:09,2016-08-08 11:00:04,3595.0,2515.0,227.0,10.0,,23148
1971,f4c5a2d7433ff602,109,107,3,99,2016-08-08 10:00:04,2016-08-08 10:46:25,2781.0,2762.0,579.0,10.0,,45655
2000,2f4547a8042c150c,228,191,40,96,2016-08-08 10:00:09,2016-08-08 11:00:02,3593.0,2635.0,41.0,26.0,,68154
2007,54703edb9a89b681,221,169,2,50,2016-08-08 10:00:06,2016-08-08 11:00:06,3600.0,2038.0,180.0,10.0,,13835
2011,1dd8012a96aa3b35,284,236,2,53,2016-08-08 10:00:09,2016-08-08 10:59:40,3571.0,3017.0,52.0,10.0,,25303
2028,e0c444b99cd1a75f,140,102,3,94,2016-08-08 10:00:07,2016-08-08 10:59:43,3576.0,2485.0,32.0,31.0,,58709
2034,b8ec53417b13eaaa,138,119,2,86,2016-08-08 10:00:09,2016-08-08 10:59:48,3579.0,3124.0,32.0,31.0,,41981
2036,b5f0dd8818d41989,201,162,3,96,2016-08-08 10:00:09,2016-08-08 11:00:00,3591.0,2866.0,166.0,26.0,,89483
2054,0b7d885bb61c8b63,119,107,5,55,2016-08-08 10:00:10,2016-08-08 10:59:42,3572.0,3209.0,120.0,30.0,,21758
2058,c41204dd54dfa167,115,100,5,64,2016-08-08 10:00:10,2016-08-08 11:00:04,3594.0,3059.0,120.0,30.0,,27068
2060,81160c87d50d8676,117,104,5,57,2016-08-08 10:00:10,2016-08-08 10:59:46,3576.0,3181.0,120.0,30.0,,23747
2068,2dc7cf72685a0f26,259,152,3,41,2016-08-08 10:00:09,2016-08-08 10:59:57,3588.0,2478.0,1031.0,10.0,,10210
2082,35cf56fd9172ffed,126,117,7,56,2016-08-08 10:00:10,2016-08-08 10:58:38,3508.0,2561.0,300.0,60.0,,20826
2086,16eac6c2fe3d1d1c,389,311,7,64,2016-08-08 10:00:10,2016-08-08 11:00:06,3596.0,2819.0,11.0,10.0,,22675
2088,e34b4b8b18b59ea3,142,123,7,70,2016-08-08 10:00:08,2016-08-08 10:59:55,3587.0,2116.0,300.0,60.0,,19745
2089,aeefb645a76ce0fa,159,136,8,54,2016-08-08 10:00:10,2016-08-08 11:00:05,3595.0,2733.0,210.0,30.0,,22419
2092,c8744b3f264f37e7,181,100,4,66,2016-08-08 10:00:09,2016-08-08 11:00:04,3595.0,1069.0,532.0,10.0,,8109
2106,952641dac70711c3,194,136,4,61,2016-08-08 10:00:07,2016-08-08 10:59:22,3555.0,2025.0,60.0,15.0,,18486
2107,f40f2a9de7d70513,148,130,11,100,2016-08-08 10:00:09,2016-08-08 11:00:07,3598.0,3088.0,50.0,30.0,,56079
2119,4753dcea486c262b,237,211,6,95,2016-08-08 10:00:08,2016-08-08 10:57:24,3436.0,2358.0,301.0,10.0,,49440
2121,a123a2b73b0c3ef5,191,152,6,69,2016-08-08 10:00:09,2016-08-08 10:56:24,3375.0,1537.0,301.0,10.0,,18947
2122,72925c67998c3fe0,255,223,6,97,2016-08-08 10:00:08,2016-08-08 10:58:15,3487.0,1773.0,300.0,10.0,,33661
2124,36439ee89f87b05d,121,112,11,67,2016-08-08 10:00:14,2016-08-08 10:59:47,3573.0,3360.0,60.0,30.0,,41764
2133,b0ab44e3c41e5979,117,117,53,77,2016-08-08 10:00:10,2016-08-08 10:59:39,3569.0,3569.0,60.0,30.0,,65306
2136,e6581ddf33b21ad6,203,203,56,82,2016-08-08 10:00:09,2016-08-08 10:59:54,3585.0,3585.0,57.0,30.0,,70802
2139,440a17337cd3b5a5,117,114,1,82,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3480.0,60.0,30.0,,30111
2151,416a195faf9d90ec,125,115,7,35,2016-08-08 10:00:09,2016-08-08 11:00:05,3596.0,3305.0,30.0,29.0,,17323
2152,38a39be3a31465d8,174,130,7,51,2016-08-08 09:59:57,2016-08-08 10:59:51,3594.0,1896.0,61.0,60.0,,13913
2160,7f7a296516fb906a,162,136,5,67,2016-08-08 10:00:10,2016-08-08 10:57:40,3450.0,2000.0,180.0,1.0,,20666
2169,821ed43d34af0808,572,456,5,53,2016-08-08 10:00:09,2016-08-08 11:00:05,3596.0,2401.0,312.0,5.0,,18801
2170,b84dd0de211c7ffa,459,123,6,65,2016-08-08 10:00:10,2016-08-08 10:58:50,3520.0,824.0,403.0,5.0,,8339
2177,b5dd1fe22d03b28f,118,110,5,82,2016-08-08 10:00:11,2016-08-08 11:00:00,3589.0,3379.0,60.0,30.0,,57639
2190,68e80a31d638e147,182,162,2,54,2016-08-08 10:00:10,2016-08-08 10:59:43,3573.0,2983.0,31.0,30.0,,20323
2191,0213b83acc4f1c7e,385,324,5,75,2016-08-08 10:00:09,2016-08-08 11:00:06,3597.0,3084.0,212.0,10.0,,45991
2193,1731313a9bd58624,364,222,10,60,2016-08-08 10:01:06,2016-08-08 11:00:53,3587.0,2183.0,10.0,10.0,,28759
2194,5610f551eb33a122,445,423,4,62,2016-08-08 10:00:10,2016-08-08 10:59:59,3589.0,3429.0,11.0,10.0,,42261
2196,7cd8c2196c5f7020,439,343,3,81,2016-08-08 10:00:10,2016-08-08 11:00:01,3591.0,2858.0,11.0,10.0,,34278
2197,fda634aa6eb0075b,400,202,6,96,2016-08-08 10:00:10,2016-08-08 11:00:07,3597.0,1950.0,10.0,10.0,,40531
2207,858b983652973e3b,161,133,3,49,2016-08-08 09:47:06,2016-08-08 10:59:48,4362.0,3561.0,32.0,30.0,,17615
2209,e6d503ac13c51f9e,116,100,2,52,2016-08-08 10:00:09,2016-08-08 10:59:50,3581.0,2970.0,118.0,30.0,,26161
2248,7099c37b4f0f5d9b,121,117,7,62,2016-08-08 10:00:11,2016-08-08 10:59:40,3569.0,3450.0,60.0,30.0,,39975
2250,04a49553668f2956,120,116,5,98,2016-08-08 10:00:10,2016-08-08 11:00:03,3593.0,3473.0,183.0,30.0,,83652
2251,f2a16af2011a65b2,116,106,6,57,2016-08-08 10:00:10,2016-08-08 10:58:40,3510.0,3180.0,90.0,30.0,,35385
2264,3f6b7498ce885ea7,171,157,7,68,2016-08-08 10:00:10,2016-08-08 11:00:02,3592.0,3176.0,31.0,30.0,,27278
2267,479225c01b36aa5a,198,190,7,54,2016-08-08 10:00:11,2016-08-08 11:00:02,3591.0,3111.0,61.0,4.0,,28506
2271,f40d1594d65bc8d7,247,238,7,68,2016-08-08 10:00:11,2016-08-08 10:59:34,3563.0,2768.0,301.0,4.0,,32973
2280,8f9d3b748867c2dd,336,154,3,53,2016-08-08 10:00:10,2016-08-08 10:59:59,3589.0,1739.0,140.0,10.0,,15987
2286,12d451eb9b7047ef,154,121,3,46,2016-08-08 10:00:01,2016-08-08 10:58:45,3524.0,1672.0,300.0,3.0,,10205
2305,feee5dfb4454a531,388,291,8,55,2016-08-08 10:00:09,2016-08-08 10:59:59,3590.0,2621.0,11.0,10.0,,20307
2325,54ed5ba15585bf0e,134,103,2,77,2016-08-08 10:00:10,2016-08-08 10:59:38,3568.0,2731.0,62.0,31.0,,21383
2335,431deb8d384e4d27,157,110,2,51,2016-08-08 10:00:10,2016-08-08 10:59:25,3555.0,1635.0,60.0,15.0,,12027
2349,7bdffd5697c8f557,357,178,8,70,2016-08-08 10:00:08,2016-08-08 11:00:08,3600.0,1813.0,40.0,10.0,,22611
2361,b0e632947b8491e9,212,156,5,53,2016-08-08 10:00:10,2016-08-08 10:59:55,3585.0,2568.0,255.0,30.0,,17186
2362,9ce22855cd8eac95,363,143,5,56,2016-08-08 10:00:10,2016-08-08 10:58:27,3497.0,1269.0,161.0,10.0,,13614
2367,fcf3aecc172187b0,428,397,3,71,2016-08-08 10:00:10,2016-08-08 11:00:04,3594.0,3377.0,10.0,10.0,,44854
2370,afb6fb1d6105c52d,202,192,2,100,2016-08-08 10:00:09,2016-08-08 11:00:02,3593.0,3005.0,120.0,1.0,,74427
2374,7a7f45f2ec6c5e95,251,243,3,56,2016-08-08 10:00:10,2016-08-08 10:59:51,3581.0,3101.0,60.0,4.0,,28471
2404,0f92004775c391f5,114,111,9,63,2016-08-08 10:00:07,2016-08-08 10:58:06,3479.0,3428.0,203.0,30.0,,30355
2448,a20f1d9df12f4575,117,111,1,55,2016-08-08 10:00:11,2016-08-08 10:59:42,3571.0,3390.0,120.0,30.0,,24033
2450,a4323d553ca91705,117,102,5,66,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,3120.0,120.0,30.0,,23279
2456,48de7dd61046f1cc,113,103,5,99,2016-08-08 10:00:11,2016-08-08 10:59:45,3574.0,3179.0,122.0,30.0,,49571
2473,2a3884a25cefef81,240,147,1,56,2016-08-08 10:00:11,2016-08-08 10:59:56,3585.0,2190.0,15.0,15.0,,20154
2475,a26f5ed1da91e4cf,238,211,65,94,2016-08-08 10:00:11,2016-08-08 10:59:47,3576.0,3168.0,30.0,15.0,,80958
2477,4bdea4c5ad154d94,185,109,3,37,2016-08-08 09:59:37,2016-08-08 11:00:07,3630.0,1350.0,30.0,30.0,,6529
2480,f6361fa262b892b4,192,100,7,73,2016-08-08 10:00:11,2016-08-08 10:59:57,3586.0,1483.0,30.0,30.0,,32125
2500,55f76f5750bab6ce,149,118,2,27,2016-08-08 10:00:11,2016-08-08 11:00:05,3594.0,2513.0,60.0,30.0,,13931
2502,12cc3977a614deee,348,276,2,52,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,2860.0,100.0,10.0,,18660
2503,e858988685fca5ac,374,106,9,99,2016-08-08 10:00:27,2016-08-08 11:00:19,3592.0,1018.0,10.0,10.0,,19036
2508,607893c62b4492d1,165,144,1,83,2016-08-08 10:00:11,2016-08-08 10:59:40,3569.0,2971.0,60.0,30.0,,33930
2532,dbe8adabbdaebb72,137,104,8,51,2016-08-08 10:00:09,2016-08-08 10:59:49,3580.0,2285.0,300.0,30.0,,18398
2541,6028dc93b9881a68,131,119,6,59,2016-08-08 10:00:07,2016-08-08 10:59:42,3575.0,3410.0,119.0,30.0,,34099
2544,e8e6ce67490bd5d4,121,109,11,56,2016-08-08 10:00:07,2016-08-08 10:59:47,3580.0,3354.0,245.0,30.0,,32251
2545,b27792fb3db7f4e8,126,106,7,57,2016-08-08 10:00:07,2016-08-08 10:59:51,3584.0,3215.0,190.0,30.0,,25331
2547,1f24124c7f581b9b,164,136,3,52,2016-08-08 10:00:07,2016-08-08 10:59:37,3570.0,1845.0,240.0,30.0,,13834
2572,6adb3fb5b00ab4c0,345,185,10,53,2016-08-08 10:00:09,2016-08-08 10:59:59,3590.0,1950.0,30.0,10.0,,18117
2573,a4a72552ca31dd59,348,206,6,67,2016-08-08 10:00:09,2016-08-08 10:59:59,3590.0,2130.0,40.0,10.0,,25777
2574,d3c5928319d61b37,346,141,6,54,2016-08-08 10:00:09,2016-08-08 10:59:59,3590.0,1460.0,30.0,10.0,,12979
2577,e77a3d51fd88f1ad,349,154,6,70,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,1580.0,30.0,10.0,,14179
2579,8c5da3eab7710d42,348,100,6,46,2016-08-08 10:00:09,2016-08-08 10:59:59,3590.0,1040.0,30.0,10.0,,7626
2581,d14a525b629c98a1,324,183,6,54,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,2110.0,100.0,10.0,,21094
2582,8cbe031ae8976c18,318,192,3,50,2016-08-08 10:00:10,2016-08-08 11:00:06,3596.0,2110.0,68.0,10.0,,17855
2588,3c27a8ce546d5962,346,162,6,50,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,1730.0,90.0,10.0,,17227
2599,7fb6ce107d816c4d,118,115,3,63,2016-08-08 09:57:10,2016-08-08 10:57:56,3646.0,3556.0,445.0,30.0,,23633
2601,3c8ec0acb52e810b,346,233,6,64,2016-08-08 10:00:09,2016-08-08 10:58:08,3479.0,2321.0,30.0,10.0,,22727
