,ID,AlldataNum,unzerospeedNum,speed_min,speed_max,begintime,endtime,timeAll,drivingtime,timespaceMax,timespaceMode,roadNum,distance
3117,6458a5aac0572ef2,118,114,9,66,2016-08-08 10:00:09,2016-08-08 10:59:56,3587.0,3480.0,60.0,30.0,,38988
3118,0deff37115e81116,315,296,5,64,2016-08-08 10:00:10,2016-08-08 11:00:06,3596.0,3030.0,237.0,10.0,,30421
3122,7026407bc72336d9,118,110,1,70,2016-08-08 10:00:09,2016-08-08 10:59:39,3570.0,3330.0,60.0,30.0,,25378
3124,8e1ef8b5fe3cbf9a,117,102,1,63,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,3120.0,60.0,30.0,,19066
3125,db1d62d432dbb43a,146,128,4,117,2016-08-08 10:00:12,2016-08-08 10:59:47,3575.0,3056.0,83.0,30.0,,74034
3128,474171553b790cbc,119,111,1,72,2016-08-08 10:00:09,2016-08-08 11:00:03,3594.0,3382.0,60.0,30.0,,26991
3135,746bc98d495bd489,326,281,1,62,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,2362.0,30.0,4.0,,24722
3138,6c083c9ac629a995,270,245,5,41,2016-08-08 10:00:10,2016-08-08 11:00:06,3596.0,2763.0,347.0,1.0,,14803
3153,0464fd40eb2f150f,122,113,8,97,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3300.0,71.0,30.0,,77084
3154,0179953c73a5f4e1,117,115,1,60,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3510.0,60.0,30.0,,21483
3160,eda5bcd715d51c6a,118,116,1,44,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3480.0,60.0,30.0,,19675
3168,7f79965d3efb77c2,334,321,7,67,2016-08-08 10:00:10,2016-08-08 10:59:54,3584.0,3219.0,180.0,10.0,,43623
3172,c55b678c99ce6e20,207,159,6,67,2016-08-08 10:00:05,2016-08-08 11:00:06,3601.0,2293.0,529.0,10.0,,29200
3173,4752da81f393a186,310,286,7,99,2016-08-08 10:00:10,2016-08-08 11:00:04,3594.0,3353.0,337.0,10.0,,72308
3180,bfe9cd2379041ac8,351,174,6,63,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,1790.0,30.0,10.0,,12805
3185,6e35ff406d226b4b,343,151,8,58,2016-08-08 10:00:10,2016-08-08 11:00:07,3597.0,1585.0,40.0,10.0,,17497
3187,9f3663569604ae51,118,115,12,93,2016-08-08 10:00:14,2016-08-08 10:59:44,3570.0,3480.0,60.0,30.0,,74938
3191,b733ab06d4ef6d42,121,102,5,98,2016-08-08 10:00:05,2016-08-08 10:56:49,3404.0,2250.0,318.0,30.0,,35422
3195,d26508a4117651b9,117,106,5,94,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,3240.0,75.0,30.0,,50565
3200,5d8d487bff2e00c9,358,167,5,47,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,1680.0,20.0,10.0,,13110
3202,2645dbbe571bd012,123,108,6,71,2016-08-08 10:00:12,2016-08-08 10:59:53,3581.0,3131.0,60.0,30.0,,32955
3207,3aaa63177c905830,121,114,7,96,2016-08-08 10:00:09,2016-08-08 10:59:39,3570.0,3373.0,60.0,30.0,,74286
3209,2c1a228bc3546fee,110,101,5,98,2016-08-08 09:57:10,2016-08-08 10:59:40,3750.0,3480.0,166.0,30.0,,66367
3225,f790b1ff0eaf930e,118,117,11,96,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3540.0,60.0,30.0,,76031
3226,8311fbc15d75dbec,510,191,5,81,2016-08-08 10:00:10,2016-08-08 10:56:18,3368.0,1030.0,314.0,5.0,,14879
3228,03a63c4f87758598,111,111,8,98,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3570.0,210.0,30.0,,85753
3233,72c39b7e942ec7be,240,195,3,67,2016-08-08 10:00:11,2016-08-08 10:59:56,3585.0,2910.0,15.0,15.0,,32888
3234,c792a5f85bf8375e,190,151,2,81,2016-08-08 10:00:11,2016-08-08 10:59:30,3559.0,2280.0,60.0,15.0,,30244
3238,229283c840aeaa0f,121,121,21,93,2016-08-08 10:00:06,2016-08-08 11:00:06,3600.0,3600.0,30.0,30.0,,86708
3241,57fc413e5270ea86,163,148,1,59,2016-08-08 09:34:22,2016-08-08 10:56:17,4915.0,311.0,2401.0,1.0,,2806
3254,341e995d5d903c14,114,102,5,47,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,3210.0,210.0,30.0,,24410
3258,49f0459f7094242e,115,100,4,47,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3120.0,60.0,30.0,,22938
3271,9fe13f1f80d5f0d2,288,273,9,54,2016-08-08 10:00:13,2016-08-08 10:59:49,3576.0,3139.0,232.0,3.0,,27988
3274,a8f75af70e40c206,137,124,6,55,2016-08-08 10:00:01,2016-08-08 10:55:55,3354.0,1432.0,301.0,4.0,,10705
3312,70cfac88f6db65dc,345,240,4,54,2016-08-08 10:00:11,2016-08-08 11:00:06,3595.0,2545.0,112.0,10.0,,21661
3323,4cab07f023cdcde5,342,316,2,86,2016-08-08 10:00:09,2016-08-08 11:00:07,3598.0,3340.0,60.0,10.0,,61156
3332,f4c5bf2173f6752e,314,109,1,46,2016-08-08 06:46:34,2016-08-08 11:00:04,15210.0,3270.0,5790.0,30.0,,35479
3338,6652b4334b29776e,109,101,7,65,2016-08-08 10:00:06,2016-08-08 10:59:58,3592.0,3405.0,192.0,30.0,,33201
3348,0d04d3884dcdf948,245,164,4,58,2016-08-08 09:59:52,2016-08-08 10:59:37,3585.0,1251.0,30.0,30.0,,9450
3356,8b06423d15395505,202,191,4,68,2016-08-08 10:00:02,2016-08-08 10:59:32,3570.0,3375.0,245.0,6.0,,34245
3358,7d7c20cc165c4244,122,102,2,46,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,2982.0,30.0,30.0,,18623
3373,0f34ce6d339a24ed,202,177,5,60,2016-08-08 10:00:11,2016-08-08 10:59:40,3569.0,2689.0,61.0,2.0,,28717
3397,28faedb5965643a6,261,253,4,70,2016-08-08 10:00:00,2016-08-08 11:00:00,3600.0,3210.0,180.0,30.0,,35754
3399,687a917efafcb03b,139,129,8,77,2016-08-08 10:00:09,2016-08-08 10:59:52,3583.0,3283.0,43.0,30.0,,54504
3401,42562ee9cda84aee,117,106,5,51,2016-08-08 10:00:11,2016-08-08 10:59:49,3578.0,3156.0,120.0,30.0,,21430
3408,cf76b5b3db552dd4,261,203,1,65,2016-08-08 10:00:11,2016-08-08 11:00:06,3595.0,2725.0,15.0,15.0,,21787
3471,88ffc22abc073679,363,247,3,92,2016-08-08 10:00:10,2016-08-08 11:00:02,3592.0,2638.0,437.0,10.0,,48726
3473,eff7afc40ccb8121,432,280,3,69,2016-08-08 10:00:11,2016-08-08 11:00:04,3593.0,2298.0,17.0,10.0,,21927
3475,e4206893050e7750,353,112,8,60,2016-08-08 10:00:12,2016-08-08 11:00:07,3595.0,1180.0,120.0,10.0,,11981
3476,b500153d0b6254d1,389,158,9,65,2016-08-08 10:00:15,2016-08-08 11:00:03,3588.0,1459.0,10.0,10.0,,14495
3477,17a80b83d0d684b6,254,119,1,60,2016-08-08 10:00:10,2016-08-08 10:59:57,3587.0,2092.0,200.0,30.0,,15418
3478,df3a7c7bf24273fa,419,276,3,50,2016-08-08 09:59:52,2016-08-08 11:00:07,3615.0,2285.0,25.0,10.0,,21965
3484,0a791823f9867977,318,125,3,70,2016-08-08 10:00:11,2016-08-08 10:58:01,3470.0,1459.0,296.0,10.0,,16651
3486,fc76149698954fd6,445,148,3,55,2016-08-08 10:00:11,2016-08-08 10:59:58,3587.0,1028.0,15.0,10.0,,7804
3501,245139944b52d36f,142,105,7,79,2016-08-08 10:00:11,2016-08-08 11:00:08,3597.0,2487.0,60.0,30.0,,39500
3516,5c273d66d3784b60,166,121,1,80,2016-08-08 10:00:11,2016-08-08 11:00:02,3591.0,2404.0,171.0,20.0,,28800
3522,90836aa42f1646e9,339,287,3,67,2016-08-08 10:00:11,2016-08-08 11:00:03,3592.0,3022.0,51.0,10.0,,35424
3523,1675567e90872485,351,167,1,59,2016-08-08 10:00:10,2016-08-08 11:00:02,3592.0,1673.0,97.0,10.0,,14253
3531,169734924add933d,138,122,9,56,2016-08-08 09:59:57,2016-08-08 10:58:48,3531.0,2566.0,299.0,30.0,,22618
3533,f51b8caa1fc9617a,439,274,5,70,2016-08-08 10:00:09,2016-08-08 10:59:39,3570.0,2799.0,30.0,1.0,,29096
3536,12c6ca4373170b3b,676,101,5,40,2016-08-08 10:00:12,2016-08-08 11:00:01,3589.0,892.0,42.0,1.0,,5775
3561,dece1d9c1dbb6e49,160,136,7,56,2016-08-08 10:00:12,2016-08-08 10:59:58,3586.0,2869.0,31.0,30.0,,22175
3569,8cb6932be2df4e3b,124,120,6,66,2016-08-08 10:00:12,2016-08-08 10:59:59,3587.0,3467.0,40.0,30.0,,38684
3572,51c771444fdbeabe,422,201,3,86,2016-08-08 10:00:11,2016-08-08 10:58:44,3513.0,1034.0,248.0,5.0,,10661
3586,81a144a6c7c8d680,756,536,4,92,2016-08-08 10:00:11,2016-08-08 11:00:04,3593.0,2341.0,97.0,5.0,,46068
3609,79c58febdeb5f645,115,103,9,63,2016-08-08 10:00:08,2016-08-08 10:56:44,3396.0,3085.0,179.0,30.0,,28697
3613,fef93b064cdd007c,114,103,15,54,2016-08-08 10:00:08,2016-08-08 11:00:02,3594.0,2885.0,240.0,30.0,,29520
3614,03b9ea719a1f09a4,154,146,1,59,2016-08-08 10:00:08,2016-08-08 10:59:56,3588.0,3401.0,31.0,30.0,,40984
3615,89d2e7dd038f46ad,110,106,7,57,2016-08-08 09:59:05,2016-08-08 10:59:53,3648.0,3586.0,516.0,30.0,,9288
3645,cf8b9781f23b46f6,178,160,7,68,2016-08-08 10:00:11,2016-08-08 10:59:49,3578.0,2035.0,180.0,1.0,,24389
3650,67c6348704ae4699,113,113,46,77,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3570.0,60.0,30.0,,67399
3652,6c071dc48a5fa250,705,490,3,55,2016-08-08 10:00:09,2016-08-08 11:00:02,3593.0,2510.0,50.0,5.0,,22628
3653,f617bffc0cecd1d6,681,499,5,71,2016-08-08 10:00:12,2016-08-08 11:00:03,3591.0,2500.0,174.0,5.0,,25076
3660,f43ee9b482a72b3f,203,104,5,81,2016-08-08 10:00:10,2016-08-08 10:58:32,3502.0,1060.0,316.0,10.0,,8516
3663,8e7cf7926b1f204b,119,114,13,93,2016-08-08 10:00:15,2016-08-08 10:59:45,3570.0,3420.0,60.0,30.0,,71591
3664,964ca85eee238f45,119,115,8,86,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3450.0,60.0,30.0,,68974
3665,15dbb07ce5d728cd,473,329,5,66,2016-08-08 10:00:10,2016-08-08 11:00:03,3593.0,1775.0,313.0,5.0,,17620
3670,e5146ca4e4f61e49,351,109,3,64,2016-08-08 10:00:10,2016-08-08 11:00:02,3592.0,1113.0,30.0,10.0,,12646
3672,d5e11c5390dfb288,338,100,6,42,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,1130.0,40.0,10.0,,9274
3677,1c5dcca3e8d0f393,358,130,3,46,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,1320.0,20.0,10.0,,10817
3679,52572c81c3338373,358,212,6,61,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,2102.0,20.0,10.0,,21715
3682,9c47eb94a1c853a1,120,100,3,70,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3000.0,30.0,30.0,,28783
3683,3d4e638c7a055fb4,379,124,10,50,2016-08-08 10:00:11,2016-08-08 10:58:23,3492.0,1040.0,21.0,10.0,,10564
3685,30cbc6d3fc1d5985,380,225,5,89,2016-08-08 10:00:09,2016-08-08 11:00:00,3591.0,2134.0,11.0,10.0,,46045
3705,35de206437eb6158,208,175,9,87,2016-08-08 10:00:12,2016-08-08 10:59:45,3573.0,2583.0,30.0,30.0,,57487
3720,05d254518cc866e7,309,276,2,62,2016-08-08 10:00:08,2016-08-08 11:00:01,3593.0,2784.0,30.0,4.0,,28519
3758,255059af1ee99137,128,122,2,65,2016-08-08 10:00:09,2016-08-08 10:59:36,3567.0,3383.0,61.0,31.0,,36884
3759,9931d9398ead9593,284,178,2,50,2016-08-08 10:00:08,2016-08-08 10:59:33,3565.0,2028.0,182.0,10.0,,15746
3771,75e8c0c50624de25,204,165,5,76,2016-08-08 10:00:12,2016-08-08 10:59:12,3540.0,2460.0,60.0,15.0,,28926
3777,7f7f81dd817d94c7,190,167,4,94,2016-08-08 10:00:10,2016-08-08 10:37:13,2223.0,1981.0,62.0,10.0,,37826
3778,4d8bdb29ad4fb98d,254,197,2,45,2016-08-08 10:00:10,2016-08-08 10:59:52,3582.0,2363.0,120.0,10.0,,15218
3781,196ddb6d36316e7a,296,222,2,46,2016-08-08 09:59:42,2016-08-08 10:59:57,3615.0,2809.0,51.0,11.0,,19533
3782,0d25b5fb131b555e,159,128,3,53,2016-08-08 09:46:38,2016-08-08 10:59:52,4394.0,3476.0,33.0,30.0,,20207
3785,daaa24db514999ec,347,109,2,62,2016-08-08 10:00:08,2016-08-08 11:00:00,3592.0,1130.0,35.0,10.0,,14014
3786,0934aafccc94fe71,159,101,1,60,2016-08-08 10:00:09,2016-08-08 10:59:49,3580.0,2130.0,51.0,25.0,,22368
3789,b20649a0d4c2c4e5,271,224,2,55,2016-08-08 10:00:05,2016-08-08 10:59:44,3579.0,2856.0,177.0,10.0,,21015
3794,0276637de76c1382,252,182,2,48,2016-08-08 10:00:06,2016-08-08 10:59:54,3588.0,2367.0,147.0,10.0,,19570
3796,8865e62f7555ac72,152,133,7,48,2016-08-08 10:00:12,2016-08-08 11:00:03,3591.0,2807.0,251.0,30.0,,19877
3805,4b346b84878b3903,166,148,8,71,2016-08-08 10:00:12,2016-08-08 10:59:57,3585.0,3045.0,31.0,30.0,,28598
3811,0fb419c516e8c5aa,122,105,1,81,2016-08-08 10:00:12,2016-08-08 11:00:04,3592.0,3025.0,117.0,30.0,,35996
3820,402e50105b3c13b5,162,122,4,57,2016-08-08 10:00:12,2016-08-08 10:59:40,3568.0,1892.0,109.0,6.0,,15649
3822,b7d03adf331767ef,135,112,4,51,2016-08-08 10:00:12,2016-08-08 10:58:32,3500.0,2868.0,208.0,30.0,,25403
3834,6526dd6b1a0d604e,144,120,7,77,2016-08-08 10:00:06,2016-08-08 10:59:53,3587.0,2365.0,61.0,60.0,,27980
3841,891a28e91576b3db,132,109,4,49,2016-08-08 10:00:10,2016-08-08 10:57:56,3466.0,2850.0,96.0,26.0,,20240
3846,87b2bfa0f3af276b,117,102,5,59,2016-08-08 10:00:12,2016-08-08 10:59:45,3573.0,3123.0,121.0,30.0,,22253
3861,771e26f46ccc18cf,162,140,23,95,2016-08-08 10:00:08,2016-08-08 11:00:01,3593.0,3278.0,129.0,26.0,,95619
3863,fde48cb595306247,293,218,2,55,2016-08-08 10:00:11,2016-08-08 11:00:00,3589.0,2642.0,50.0,10.0,,22290
3867,af009560af17212f,148,111,33,104,2016-08-08 10:00:10,2016-08-08 10:59:53,3583.0,2296.0,77.0,26.0,,70712
3872,b5621965850e5c1f,282,235,2,53,2016-08-08 10:00:10,2016-08-08 10:59:55,3585.0,2738.0,119.0,10.0,,24203
3877,543c83179a66cb5a,171,160,11,73,2016-08-08 10:00:11,2016-08-08 10:59:49,3578.0,3270.0,32.0,31.0,,36322
3886,3d570a29b4c82ae8,169,165,9,96,2016-08-08 10:00:11,2016-08-08 10:59:51,3580.0,3451.0,52.0,26.0,,77272
3887,8a507d4d1aa66f82,142,122,6,94,2016-08-08 10:00:10,2016-08-08 10:58:54,3524.0,3007.0,52.0,26.0,,44635
3889,464e9efc449bf5a9,295,222,2,51,2016-08-08 10:00:07,2016-08-08 10:59:28,3561.0,2712.0,41.0,10.0,,20360
3901,dd715d07eab2a97a,302,229,2,54,2016-08-08 10:00:09,2016-08-08 10:59:44,3575.0,2696.0,40.0,10.0,,21721
3959,3b4622c11580f4d5,302,220,2,59,2016-08-08 10:00:08,2016-08-08 11:00:02,3594.0,2744.0,50.0,10.0,,19813
3972,4bcc2bf4949d899c,363,246,3,66,2016-08-08 10:00:11,2016-08-08 11:00:06,3595.0,2460.0,20.0,10.0,,18779
3973,b5c86dfcba7aa094,113,102,2,65,2016-08-08 10:00:08,2016-08-08 10:59:54,3586.0,2134.0,357.0,30.0,,27390
3974,6063206e4c149284,484,264,1,63,2016-08-08 10:00:12,2016-08-08 10:59:59,3587.0,2332.0,75.0,10.0,,13872
3976,d25e4a17f3ca3f67,384,142,6,64,2016-08-08 10:00:28,2016-08-08 11:00:21,3593.0,1366.0,10.0,10.0,,13692
3977,0ac1dda2a80092ac,426,223,5,48,2016-08-08 10:00:12,2016-08-08 10:57:45,3453.0,1526.0,14.0,10.0,,15685
4019,b00ec860be6531f2,282,218,2,48,2016-08-08 10:00:09,2016-08-08 10:59:45,3576.0,2784.0,40.0,10.0,,20983
4020,58e391c958ce04c5,304,210,2,77,2016-08-08 10:00:04,2016-08-08 10:59:55,3591.0,2465.0,39.0,10.0,,32705
4024,6ddc287755a23361,300,214,2,51,2016-08-08 10:00:11,2016-08-08 10:59:49,3578.0,2618.0,39.0,10.0,,21394
4027,e18789a4dd5f80d7,141,139,5,96,2016-08-08 10:00:11,2016-08-08 11:00:07,3596.0,3544.0,63.0,15.0,,86244
4097,3b99379220058458,387,299,3,40,2016-08-08 10:00:11,2016-08-08 11:00:06,3595.0,2689.0,21.0,10.0,,18429
4099,136aa4f97233f286,174,137,2,96,2016-08-08 10:00:11,2016-08-08 10:59:42,3571.0,2746.0,112.0,26.0,,73586
4101,71a27b3d9535451c,294,222,2,57,2016-08-08 10:00:11,2016-08-08 10:59:58,3587.0,2680.0,40.0,10.0,,18277
4103,bf82bd63e0ce2412,279,208,2,53,2016-08-08 10:00:07,2016-08-08 10:59:39,3572.0,2498.0,126.0,11.0,,18897
4105,7a08e28a3f013fab,147,108,2,60,2016-08-08 10:00:11,2016-08-08 10:58:57,3526.0,2618.0,82.0,21.0,,18940
4106,5bb1099d05d2dd2f,203,115,2,48,2016-08-08 10:00:08,2016-08-08 11:00:01,3593.0,1515.0,120.0,10.0,,10624
4127,2caae75894ea75bd,167,167,44,96,2016-08-08 10:00:10,2016-08-08 10:57:33,3443.0,3443.0,52.0,26.0,,85773
4141,10877bd7a22aeb40,292,232,2,50,2016-08-08 10:00:09,2016-08-08 11:00:00,3591.0,2900.0,40.0,10.0,,24627
4144,99f82333eaf00fc2,180,135,2,96,2016-08-08 10:00:11,2016-08-08 11:00:06,3595.0,2472.0,55.0,26.0,,53854
4151,6254ec73a42748b5,138,113,13,81,2016-08-08 10:00:11,2016-08-08 10:59:59,3588.0,2880.0,58.0,30.0,,47887
4162,44fc379512be1de9,110,104,12,53,2016-08-08 10:00:11,2016-08-08 10:59:29,3558.0,3410.0,232.0,59.0,,28543
4165,63b65b7d3edac238,141,126,7,57,2016-08-08 10:00:11,2016-08-08 10:56:23,3372.0,1472.0,301.0,2.0,,11432
4166,e784aa6ef4da3153,137,123,33,96,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,3526.0,235.0,60.0,,82934
4172,ec9f3d5daa850fcd,137,113,6,57,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3103.0,30.0,30.0,,19115
4192,c621eccfade28e33,178,166,8,74,2016-08-08 10:00:13,2016-08-08 10:59:41,3568.0,3179.0,82.0,30.0,,39929
4194,f669e8069716560a,179,117,6,57,2016-08-08 10:00:11,2016-08-08 10:59:55,3584.0,1719.0,47.0,30.0,,18501
4199,b6aee83f7abb3d1f,120,111,2,76,2016-08-08 09:59:39,2016-08-08 10:59:39,3600.0,3330.0,60.0,30.0,,21353
4209,f5c5138a5019afa3,121,118,8,100,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3480.0,32.0,30.0,,80542
4239,fd445d2f9e974486,184,165,5,73,2016-08-08 10:00:10,2016-08-08 11:00:05,3595.0,2946.0,61.0,2.0,,34936
4260,623071027c9bfdb4,143,128,6,63,2016-08-08 10:00:09,2016-08-08 10:59:17,3548.0,3061.0,118.0,30.0,,25655
4261,d9c9b6cfc0d10d9b,143,123,4,70,2016-08-08 10:00:01,2016-08-08 10:59:11,3550.0,3168.0,240.0,30.0,,27112
4265,d53a9f2021056617,173,153,6,60,2016-08-08 10:00:09,2016-08-08 10:59:54,3585.0,3226.0,109.0,30.0,,34476
4266,35b729fdeb3748b2,116,106,6,44,2016-08-08 10:00:09,2016-08-08 10:59:58,3589.0,3455.0,440.0,30.0,,19472
4269,9f9113a3d607698e,172,152,6,55,2016-08-08 10:00:12,2016-08-08 10:57:49,3457.0,2905.0,48.0,30.0,,19831
4282,a1892b731a479920,120,109,1,51,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3240.0,30.0,30.0,,30633
4285,98769b10c1d041f6,148,109,2,76,2016-08-08 10:00:12,2016-08-08 10:59:56,3584.0,2517.0,60.0,30.0,,40422
4286,a7383798c2c39f25,340,305,8,95,2016-08-08 10:00:08,2016-08-08 11:00:01,3593.0,3262.0,220.0,10.0,,63255
4288,6756b4a43e910bda,236,234,4,98,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3495.0,60.0,15.0,,86490
4290,641e6448cb1c11c1,316,118,3,74,2016-08-08 10:00:12,2016-08-08 11:00:05,3593.0,1059.0,60.0,1.0,,19208
4293,b409a1ff73ec1b6a,240,126,1,49,2016-08-08 10:00:12,2016-08-08 10:59:57,3585.0,1890.0,15.0,15.0,,14253
4294,a926446a4f875165,240,149,3,58,2016-08-08 10:00:12,2016-08-08 11:00:01,3589.0,2219.0,18.0,15.0,,15073
4297,2018fde37aca48cb,184,133,2,70,2016-08-08 10:00:11,2016-08-08 11:00:07,3596.0,1980.0,60.0,15.0,,20387
4311,8337be822dfae191,118,103,5,76,2016-08-08 10:00:16,2016-08-08 10:59:46,3570.0,3120.0,60.0,30.0,,42935
4312,104369cc5d0cdf74,117,107,6,80,2016-08-08 10:00:14,2016-08-08 10:58:15,3481.0,3181.0,60.0,30.0,,50554
4315,4cc63d4f27b7c35e,145,117,2,77,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,2730.0,60.0,30.0,,35479
4318,abad2fed2cc78ce9,114,105,6,96,2016-08-08 10:00:15,2016-08-08 10:59:45,3570.0,3300.0,174.0,30.0,,66036
4321,9538418c9089344f,116,104,29,97,2016-08-08 10:00:00,2016-08-08 11:00:00,3600.0,3240.0,188.0,30.0,,77875
4326,5298b9bbb0ad2870,286,217,5,64,2016-08-08 10:00:11,2016-08-08 10:59:58,3587.0,2180.0,753.0,10.0,,26264
4333,46f7bdc41151170d,116,101,6,63,2016-08-08 10:00:13,2016-08-08 10:59:46,3573.0,3093.0,60.0,30.0,,26492
4339,257a21dd59755c63,120,118,29,91,2016-08-08 10:00:15,2016-08-08 10:59:54,3579.0,3519.0,74.0,30.0,,74038
4344,2281fedbd765a64a,658,456,5,73,2016-08-08 10:00:11,2016-08-08 11:00:03,3592.0,2575.0,127.0,5.0,,23429
4349,d821bd14511e8663,349,282,5,61,2016-08-08 10:00:12,2016-08-08 11:00:00,3588.0,2907.0,30.0,10.0,,28414
4351,55085019e036ce9b,119,102,5,89,2016-08-08 10:00:13,2016-08-08 10:59:43,3570.0,3090.0,60.0,30.0,,38090
4354,a5f4351a9bf21a24,341,227,5,49,2016-08-08 10:00:11,2016-08-08 10:59:59,3588.0,2448.0,179.0,10.0,,18859
4356,5739c19910fd2c3a,516,243,5,87,2016-08-08 10:00:11,2016-08-08 10:45:56,2745.0,1381.0,162.0,5.0,,17153
4358,df028d02b80b81b4,116,103,5,64,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3073.0,107.0,30.0,,36916
4361,20453484fddfd5d8,334,221,16,97,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,2460.0,210.0,10.0,,55796
4364,e57819a22db222ce,110,109,11,96,2016-08-08 10:00:05,2016-08-08 11:00:04,3599.0,3569.0,269.0,30.0,,78997
4366,cff7ca49a46df664,207,119,4,49,2016-08-08 10:00:10,2016-08-08 11:00:00,3590.0,1785.0,60.0,15.0,,13857
4367,3dd9bc3b530ac633,116,113,7,93,2016-08-08 10:00:10,2016-08-08 10:59:41,3571.0,3480.0,90.0,30.0,,70294
4370,a686f09f395ea478,121,115,1,94,2016-08-08 10:00:10,2016-08-08 10:59:40,3570.0,3390.0,83.0,30.0,,59208
4374,ca1bec89f787aae8,355,168,3,56,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,1720.0,20.0,10.0,,17263
4375,39f97e2e3125c71f,347,247,6,61,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,2570.0,20.0,10.0,,26608
4379,a05d9f29ee667b7b,204,148,3,62,2016-08-08 09:59:31,2016-08-08 11:00:02,3631.0,1680.0,882.0,10.0,,13955
4381,6b2db0cb123bb9be,349,102,6,64,2016-08-08 10:00:11,2016-08-08 11:00:01,3590.0,1080.0,20.0,10.0,,12839
4384,233480bbbb6b5b9e,317,107,6,67,2016-08-08 10:00:11,2016-08-08 11:00:03,3592.0,1070.0,422.0,10.0,,19897
4387,b45544f54f2662c7,134,105,6,53,2016-08-08 10:00:11,2016-08-08 10:59:48,3577.0,2684.0,501.0,30.0,,19274
4393,02cf5a1178710ef6,223,204,6,58,2016-08-08 10:00:12,2016-08-08 10:59:57,3585.0,3255.0,45.0,15.0,,36950
4398,1b8f151a518e1695,279,228,6,68,2016-08-08 10:00:12,2016-08-08 11:00:03,3591.0,2280.0,180.0,10.0,,26164
4399,ba339e2efa2e4ebd,348,115,6,52,2016-08-08 10:00:11,2016-08-08 10:59:51,3580.0,1260.0,100.0,10.0,,11595
4400,8628235a0ea0fd42,118,110,7,89,2016-08-08 10:00:13,2016-08-08 10:59:42,3569.0,3329.0,60.0,30.0,,71756
4404,b323c968d6d5c9f6,137,125,5,101,2016-08-08 10:00:10,2016-08-08 10:59:51,3581.0,3219.0,72.0,30.0,,64193
4411,c4ddf68bb7e9bd8b,116,106,4,51,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3270.0,90.0,30.0,,29531
4418,b967534a394c797c,119,116,11,57,2016-08-08 10:00:11,2016-08-08 10:59:41,3570.0,3480.0,90.0,30.0,,38480
4437,cc0634cd7f4329f6,121,108,1,50,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3180.0,106.0,30.0,,26043
4442,ef99320bed7450c4,109,107,1,51,2016-08-08 10:00:11,2016-08-08 11:00:06,3595.0,3270.0,270.0,30.0,,25514
4447,35f23a9fafb3e8c5,120,117,5,58,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3480.0,30.0,30.0,,25529
4455,c0d150c9beb54854,120,107,5,54,2016-08-08 10:00:13,2016-08-08 10:59:42,3569.0,3179.0,30.0,30.0,,30055
4459,b8d7ac7db56e4722,120,113,3,54,2016-08-08 10:00:12,2016-08-08 10:59:42,3570.0,3390.0,30.0,30.0,,33524
4465,50b51a995f0adf48,186,177,4,76,2016-08-08 10:00:14,2016-08-08 10:58:49,3515.0,3245.0,112.0,30.0,,38582
4470,4784eb9ad9019b56,132,107,3,94,2016-08-08 10:00:11,2016-08-08 10:59:46,3575.0,2799.0,206.0,31.0,,68673
4503,fd18b843eb0154c6,123,118,4,71,2016-08-08 10:00:42,2016-08-08 11:00:29,3587.0,3437.0,60.0,30.0,,43066
4516,afa0d2d66aa5a6a0,140,140,30,69,2016-08-08 10:00:14,2016-08-08 10:59:14,3540.0,3540.0,120.0,60.0,,49548
